site_id,province,latitude,longitude
ST-0950,Cebu,10.3067,123.8969
ST-1191,Cebu,10.24524,123.7951
ST-0251,Metro Manila,14.5599,121.0188
ST-1642,Laguna,14.16048,121.13856
ST-1685,Metro Manila,14.53519,121.06756
ST-1022,CEBU,10.29682,123.89883
ST-0937,Metro Manila,14.5768,121.0497
ST-3912,Metro Manila,14.61065,120.9743
ST-2581,Metro Manila,14.42955,121.00306
ST-1144,Ilocos Norte,18.20371,120.5916
ST-0217,Metro Manila,14.71939,121.03979
ST-0160,Metro Manila,14.70104,121.0348
ST-0064,Rizal,14.62571,121.1246
ST-0041,Metro Manila,14.67366,120.9819
ST-0105,Metro Manila,14.48874,121.06074
ST-3245,Cavite,14.3085,121.0503
ST-0134,Metro Manila,14.65104,121.11181
ST-0107,Laguna,14.27722,121.12335
ST-0032,Metro Manila,14.638,120.9755
ST-0208,Pampanga,15.13333,120.5919
ST-0210,Benguet,16.413,120.5971
ST-0211,Metro Manila,14.5817,120.98146
ST-3753,Benguet,16.41167,120.586598
ST-0131,Batangas,13.94245,121.1528
ST-0166,Metro Manila,14.5946,121.056
ST-2925,Antique,10.7,121.9806
ST-2678,Rizal,14.5974,121.1939
ST-1953,Cebu,10.3259,123.97598
ST-2836,Bulacan,14.7769,120.9591
ST-2920,Rizal,14.5501,121.2184
ST-0497,Metro Manila,14.42604,121.02744
ST-3211,Cagayan,17.622,121.7303
ST-3031,Iloilo,10.82707,122.5328
ST-2041,Pangasinan,15.9834,120.81166
ST-2729,Metro Manila,14.6497,120.9905
ST-3120,South Cotabato,6.3677,124.7353
ST-2545,Rizal,14.48171,121.30669
ST-0501,Pampanga,15.1244,120.59829
ST-4469,Laguna,14.073092,121.326116
ST-0589,Metro Manila,14.5787,120.9822
ST-2326,South Cotabato,6.1192,125.17335
ST-0454,Rizal,14.6213,121.16928
ST-2689,Batangas,13.7933,121.00749
ST-3156,Quirino,16.5961,121.502
ST-3085,Laguna,14.1635,121.1387
ST-1878,Laguna,14.3654,121.0423
ST-2213,Metro Manila,14.6472,120.98505
ST-3637,Metro Manila,14.441615,121.0451
ST-0638,Laguna,14.17109,121.1362
ST-1400,Cebu,10.32956,123.88091
ST-3747,Metro Manila,14.609983,120.965099
ST-1557,Pangasinan,16.0264,120.452
ST-1513,Metro Manila,14.6031,120.99086
ST-2418,Metro Manila,14.6071,120.99124
ST-2478,Metro Manila,14.60406,121.03831
ST-2309,Metro Manila,14.55321,121.0128
ST-1540,Metro Manila,14.6441,120.98373
ST-1402,Cebu,10.3694,123.91777
ST-2696,Laguna,14.0685,121.326
ST-4113,,14.97668,120.502451
ST-3787,Metro Manila,14.640097,121.015048
ST-2285,Davao Del Sur,6.72418,125.35443
ST-2930,Agusan Del Sur,8.5076,125.9792
ST-2582,Metro Manila,14.51414,121.05331
ST-2773,Iloilo,10.7546,122.53822
ST-2797,Negros Occidental,10.3753,122.8689
ST-0389,Quezon,14.1141,121.5552
ST-1893,Davao Del Sur,7.10986,125.61317
ST-2159,Metro Manila,14.57533,121.0477
ST-2055,Cebu,10.29801,123.8849
ST-3069,Metro Manila,14.6309,120.981
ST-1859,Metro Manila,14.60359,121.10284
ST-1650,Metro Manila,14.602,121.00495
ST-2564,Tarlac,15.3072,120.6164
ST-0708,Pampanga,15.1634,120.5488
ST-0355,Metro Manila,14.5611,120.9934
ST-0384,Metro Manila,14.5386,120.98179
ST-1154,Ilocos Norte,18.17244,120.59375
ST-2438,Davao Del Sur,7.134,125.6447
ST-2768,Aurora,15.8452,121.53523
ST-1103,Cavite,14.4547,120.9575
ST-2572,Davao Oriental,6.95781,126.20759
ST-1109,Ilocos Sur,17.7912,120.4566
ST-4192,Pampanga,15.146339,120.614144
ST-0603,Pampanga,15.10064,120.62038
ST-3017,Cavite,14.4049,120.8466
ST-4653,Bulacan,14.815957,121.059205
ST-3653,Cavite,14.318084,120.873699
ST-2104,Davao Del Sur,7.0606,125.5562
ST-3006,Metro Manila,14.5364,121.0001
ST-2872,Pampanga,15.0739,120.6431
ST-0472,Laguna,14.2401,121.0586
ST-3267,Cebu,10.3013,123.8781
ST-3153,Cavite,14.3984,120.8424
ST-3016,Metro Manila,14.6063,120.9898
ST-4902,,0,0
ST-3067,Davao Del Sur,7.1153,125.6534
ST-1146,Cebu,10.28393,123.99459
ST-3242,Metro Manila,14.5626,121.0759
ST-2443,Metro Manila,14.6175,121.1023
ST-3778,Cavite,14.314588,121.021
ST-3086,Metro Manila,14.3735,121.0237
ST-2537,Davao Del Norte,7.423,125.82836
ST-4639,Metro Manila,14.667821,120.940025
ST-0221,Metro Manila,14.5331,120.99351
ST-1891,Misamis Oriental,8.48161,124.6363
ST-2295,Metro Manila,14.7514,121.01073
ST-1826,Davao Del Sur,7.07125,125.60361
ST-3958,Tarlac,15.317625,120.630933
ST-3348,Metro Manila,14.41973,121.0386
ST-2673,Davao Del Norte,7.4233,125.8284
ST-4670,Cebu,10.24161665,123.7972782
ST-0325,Laguna,14.2832,121.41455
ST-5227,,0,0
ST-1377,Metro Manila,14.63356,121.04051
ST-2569,Nueva Ecija,15.3183,120.937195
ST-2428,Davao Del Norte,7.30324,125.67925
ST-0802,Metro Manila,14.56368,121.08503
ST-5180,,0,0
ST-3802,Nueva Ecija,15.518842,121.051784
ST-1800,Metro Manila,14.5944,121.02755
ST-0792,Metro Manila,14.57532,120.9806
ST-0797,Metro Manila,14.6638,121.0698
ST-1742,Davao Del Sur,7.09057,125.61032
ST-0563,Tarlac,15.3231,120.653
ST-0466,Metro Manila,14.5576,121.0172
ST-0772,Rizal,14.4947,121.2902
ST-4713,Bulacan,14.84984142,121.0795203
ST-4236,Metro Manila,14.705355,121.079881
ST-2385,Metro Manila,14.67808,121.08385
ST-3825,Pampanga,15.1444,120.5956
ST-0896,Metro Manila,14.6363,121.073
ST-3264,Metro Manila,14.5361,120.9914
ST-2916,Rizal,14.5861,121.182
ST-4356,Davao Del Sur,7.190749,125.615647
ST-0239,Metro Manila,14.59331,120.98031
ST-9971,Metro Manila,14.57075676,121.0694553
ST-0366,Pampanga,15.1678,120.58453
ST-0254,Cavite,14.3463,120.98147
ST-3667,Leyte,11.025887,124.594395
ST-5134,,0,0
ST-0038,Metro Manila,14.43174,121.0142
ST-2658,Metro Manila,14.62041,121.10207
ST-4522,Occidental Mindoro,12.844315,120.777804
ST-3729,Leyte,11.241369,125.006315
ST-2149,Metro Manila,14.5432,121.01299
ST-4145,Nueva Ecija,15.597173,120.973512
ST-4641,Quezon,13.591448,122.328783
ST-3579,Rizal,14.622846,121.17353
ST-0419,Metro Manila,14.5254623,121.0273
ST-1049,Cebu,10.29356,123.90281
ST-3764,Metro Manila,14.713122,120.987193
ST-3873,Cavite,14.324333,121.064654
ST-1532,Metro Manila,14.6002,121.01255
ST-3623,Laguna,14.110483,121.392872
ST-1703,Metro Manila,14.48403,121.0267
ST-1881,Rizal,14.58093,121.17997
ST-3509,Metro Manila,14.637141,121.001276
ST-4223,Rizal,14.57343,121.1122
ST-2092,Pampanga,15.16633,120.56315
ST-3794,Agusan Del Sur,8.448771,125.7871056
ST-3829,Davao Del Norte,7.460988,125.799098
ST-4251,Cavite,14.45769,120.9326
ST-3598,Metro Manila,14.667706,120.965738
ST-3559,Davao De Oro,7.552175,126.136493
ST-4164,Laguna,14.30973,121.1008
ST-3607,Davao del Sur,7.125794,125.633497
ST-4434,Cebu,10.24254,123.847548
ST-4452,Metro Manila,14.65696,121.02218
ST-5208,,0,0
ST-1212,Pangasinan,16.07536,120.3429
ST-0036,Metro Manila,14.59342,121.0273
ST-3725,Leyte,11.307,124.372732
ST-2705,Negros Oriental,9.3104,123.30783
ST-9969,Cavite,14.296002,121.105815
ST-0056,Metro Manila,14.55087,121.0103
ST-1565,Metro Manila,14.55657,121.01783
ST-4075,,10.71285,122.5451
ST-4302,Leyte,10.830866,124.995463
ST-1598,Metro Manila,14.60748,121.07991
ST-3668,Leyte,11.050497,124.382887
ST-0112,Laguna,14.06939,121.32583
ST-5228,,0,0
ST-0011,Metro Manila,14.52732,120.99702
ST-4313,Rizal,14.505504,121.299134
ST-3628,Aklan,11.957255,121.930661
ST-4186,Batangas,13.88285,120.9444
ST-4140,Pampanga,15.207839,120.60311
ST-3078,Quezon,13.9969,121.9164
ST-2395,Metro Manila,14.5772,121.0512
ST-2323,Laguna,14.3316,121.0502
ST-3464,Laguna,14.2326,121.0529
ST-2436,Metro Manila,14.57608,121.01978
ST-0811,Batangas,14.0803,121.1506
ST-1442,Cavite,14.196,120.88217
ST-0282,Metro Manila,14.4757,121.0003
ST-3420,Metro Manila,14.5841,121.0494
ST-0813,Laguna,14.33488,121.0865
ST-4248,Pangasinan,15.95846,120.5747
ST-4769,Leyte,10.077166,124.941699
ST-0333,Laguna,14.29382,121.10481
ST-0367,Metro Manila,14.6292,121.0824
ST-0626,Pampanga,15.2001,120.54178
ST-0930,Batangas,14.1092,121.1463
ST-3842,Cebu,10.371483,123.917059
ST-0542,Metro Manila,14.55991,121.01086
ST-1894,Davao Del Sur,7.08553,125.61113
ST-2155,Nueva Ecija,15.50102,121.0232
ST-0442,Nueva Ecija,15.79202,120.99041
ST-4204,Pampanga,14.982861,120.538058
ST-3772,Cebu,10.307354,123.897503
ST-5010,,0,0
ST-1391,Metro Manila,14.5889,121.0372
ST-0684,Metro Manila,14.578,120.9884
ST-3558,Capiz,11.5646,122.7565
ST-3077,Surigao Del Norte,9.791,125.494
ST-3728,Leyte,11.190352,124.782469
ST-2868,Antique,11.2875,122.0354
ST-2493,Iloilo,10.7454,122.5666
ST-2107,Metro Manila,14.4256,121.041
ST-2919,Cavite,14.4493,120.9348
ST-3121,Surigao Del Norte,9.5715,125.7323
ST-2917,Quezon,13.97032,122.53839
ST-0125,Metro Manila,14.686,121.02398
ST-3058,Iloilo,10.78,122.3892
ST-5289,,0,0
ST-3122,Misamis Oriental,8.8602,124.7895
ST-3064,Metro Manila,14.45715,121.0531
ST-2988,Rizal,14.5188,121.1581
ST-3052,Batangas,13.795,121.189
ST-4799,,0,0
ST-2781,Cebu,10.29969,123.97842
ST-4867,,0,0
ST-2997,Metro Manila,14.54736,120.998
ST-2734,Camarines Norte,14.28692,122.69534
ST-3137,Pampanga,15.1912,120.5232
ST-3124,Cavite,14.4177,120.8992
ST-4677,,0,0
ST-2712,Metro Manila,14.5929,120.9776
ST-3045,Laguna,14.29289,121.08044
ST-1882,Misamis Oriental,8.4778,124.6426
ST-2991,Davao Del Sur,7.0757,125.6116
ST-2975,Iloilo,10.7659,122.5232
ST-2880,Metro Manila,14.6025,120.9817
ST-1314,Ilocos Sur,17.366,120.4772
ST-3147,Bulacan,14.8571,120.81782
ST-3060,Leyte,11.00766,124.60754
ST-2640,Metro Manila,14.4184,121.0173
ST-2841,Metro Manila,14.5612,121.0209
ST-2909,Antique,10.51715,121.94543
ST-2248,Davao Del Sur,7.19036,125.4556
ST-2597,Iloilo,11.47497,123.0874
ST-2494,Pampanga,15.0639,120.7202
ST-2775,Cebu,10.3328,123.9095
ST-2607,Bulacan,14.7813,120.9351
ST-4058,Cavite,14.427713,120.880094
ST-1585,Cebu,10.31978,123.90375
ST-2947,Ilocos Norte,18.1947,120.593
ST-2320,Metro Manila,14.58779,121.09714
ST-2296,Metro Manila,14.62285,121.0529
ST-2602,Pangasinan,15.9543,120.3487
ST-2780,Bohol,9.89172,123.8749
ST-2642,Rizal,14.6247,121.13211
ST-4619,Negros Occidental,10.95884,123.304
ST-1559,Metro Manila,14.7812,121.0325
ST-2793,Quezon,13.9479,121.5858
ST-2996,Metro Manila,14.6549,121.0297
ST-2331,Iloilo,10.71499,122.26614
ST-4372,Cavite,14.40123,120.9858
ST-3007,Aklan,11.53684,122.4872
ST-2355,Negros Occidental,10.70301,122.97176
ST-4285,Pangasinan,120.39585,16.08299
ST-2805,Nueva Ecija,15.57926,121.1861
ST-5313,,0,0
ST-4964,,0,0
ST-2811,South Cotabato,6.4999,124.84282
ST-2899,Davao Del Norte,7.3548,125.7043
ST-4526,,120868142,15.263226
ST-2627,Davao Del Norte,7.45133,125.80262
ST-2787,Rizal,14.499,121.1737
ST-2830,Misamis Oriental,8.7462,124.7812
ST-2840,Misamis Oriental,8.4709,124.6503
ST-4951,,0,0
ST-2468,Cavite,14.1151,120.96
ST-2517,La Union,16.31849,120.46733
ST-2700,Batangas,13.6758,121.3972
ST-4983,,0,0
ST-5096,,0,0
ST-2741,Davao Del Sur,6.7867,125.2112
ST-2754,Davao Del Sur,6.6584,125.32
ST-2789,North Cotabato,7.0156,125.0927
ST-2519,Iloilo,10.94931,122.5033
ST-2728,Metro Manila,14.5211,121.0133
ST-2764,Metro Manila,14.41934,121.0463
ST-5200,,0,0
ST-2767,Bukidnon,7.94584,125.1039
ST-2566,Metro Manila,14.64354,121.0613
ST-2527,Iloilo,10.69603,122.58493
ST-2796,Benguet,16.42745,120.59427
ST-3110,Benguet,16.3827,120.6043
ST-2601,Batangas,13.942,121.15189
ST-3082,Metro Manila,14.4281,121.0282
ST-2664,Iloilo,10.82016,122.43211
ST-2584,Cavite,14.3959,120.8633
ST-3528,Rizal,14.6213,121.1063
ST-1852,Cebu,10.3418,123.9202
ST-4893,Ilocos Sur,17.44168,120.46873
ST-1451,Metro Manila,14.6638,121.0767
ST-4695,Biliran,11.466914,124.473797
ST-2723,Laguna,14.0583,121.3299
ST-2646,Davao Del Sur,7.08584,125.6081
ST-2761,Bataan,14.4583,120.59446
ST-2727,Metro Manila,14.62173,121.06405
ST-2654,Metro Manila,14.53794,121.05193
ST-2579,Davao Del Sur,7.1022,125.5816
ST-2676,Metro Manila,14.7358,121.0593
ST-2592,Cavite,14.29376,121.04677
ST-2753,Metro Manila,14.64991,121.0747
ST-4170,Pampanga,15.05559,120.6598
ST-2752,Metro Manila,14.67636,121.0422
ST-2631,Davao Del Sur,7.08122,125.5828
ST-2533,Laguna,14.20781,121.15717
ST-2683,Metro Manila,14.64,121.0166
ST-2420,Davao Del Norte,7.45479,125.81513
ST-2483,Bulacan,14.8941,120.779
ST-2613,Metro Manila,14.4818,121.04632
ST-2552,Cebu,10.32566,123.97723
ST-2480,Cavite,14.1244,120.9691
ST-2064,Aklan,11.696,122.3668
ST-2675,Pampanga,15.1763,120.52172
ST-2541,Metro Manila,14.47641,120.97806
ST-1636,Metro Manila,14.6254,121.03306
ST-2389,Pangasinan,15.97903,120.47322
ST-2506,South Cotabato,6.11261,125.16449
ST-2637,Cebu,10.5213,124.02916
ST-2487,Metro Manila,14.5518,120.99225
ST-2313,Iloilo,11.1043,122.6449
ST-2013,Capiz,11.4297,122.596
ST-1917,Antique,10.74434,121.9417
ST-2456,Aklan,11.9793,121.9204
ST-3295,Metro Manila,14.50296,121.042925
ST-2513,Laguna,14.2723,121.0817
ST-4179,Pangasinan,16.018556,120.33103
ST-2534,Batangas,13.7639,121.05689
ST-2328,Metro Manila,14.64986,121.10241
ST-2379,Metro Manila,14.66982,121.10811
ST-2497,Bataan,14.60608,120.39829
ST-3913,Oriental Mindoro,13.4029,121.1829
ST-2690,Cavite,14.38358,120.93948
ST-4336,Pangasinan,16.02288,120.276
ST-4231,Cavite,120.88864,14.181823
ST-4802,Cebu,10.34911938,123.9131643
ST-5324,,0,0
ST-1186,Metro Manila,14.6966,121.0323
ST-1190,Pangasinan,16.07256,120.4381
ST-2649,Iloilo,10.7193,122.5528
ST-2453,Capiz,11.3052,122.6226
ST-4322,Bataan,14.67556,120.5372
ST-2071,Ilocos Norte,18.1793,120.59092
ST-2028,Metro Manila,14.75999,121.04948
ST-3835,Bulacan,14.819872,120.962726
ST-2429,La Union,16.52684,120.33046
ST-0391,Pangasinan,16.04447,120.4873
ST-2176,Rizal,14.7135,121.13453
ST-2192,Metro Manila,14.58674,121.06112
ST-4459,Cavite,14.38868,120.8673
ST-2005,Davao Del Sur,7.0841,125.6127
ST-1824,Metro Manila,14.41958,121.04253
ST-2140,Cebu,10.4698,123.7011
ST-2502,Lanao Del Norte,8.2378,124.2439
ST-2094,Capiz,11.57725,122.7554
ST-4413,Pampanga,15.18551,120.5929
ST-1807,Negros Occidental,10.6729,122.94471
ST-3727,Cebu,10.265421,123.83667
ST-2122,Bulacan,14.7494,120.9654
ST-5181,,0,0
ST-4414,Pampanga,15.06531,120.6989
ST-1477,Iloilo,10.73967,122.56315
ST-2980,Pampanga,15.1894,120.5843
ST-2318,Cebu,10.32081,123.9217
ST-3988,Pampanga,15.1784,120.5105
ST-2421,Pangasinan,16.02516,120.14651
ST-3385,Leyte,11.206705,124.846697
ST-4326,Quezon Province,13.9363,121.3894
ST-1468,Cavite,14.30187,120.95317
ST-3655,South Cotabato,9.09159,125.09383
ST-3782,Misamis Oriental,8.4866884,124.6537443
ST-0120,Bulacan,14.8183,120.9058
ST-3898,Metro Manila,14.521326,120.986942
ST-3258,Metro Manila,14.4927,121.028485
ST-0983,Metro Manila,14.5547,121.04488
ST-0258,Metro Manila,14.5556,121.01573
ST-1844,Metro Manila,14.6315,121.0025
ST-2648,Cebu,10.25185,123.8459
ST-1951,Misamis Oriental,8.4757,124.6496
ST-1825,Metro Manila,14.70388,121.03737
ST-3751,Rizal,14.681302,121.117778
ST-4071,Nueva Ecija,15.663199,121.018655
ST-2911,Pangasinan,16.069168,120.760305
ST-9992,Metro Manila,14.56777,121.024137
ST-5195,,0,0
ST-3712,Cavite,14.488745,120.897054
ST-3608,Surigao del Sur,9.336021,125.9685
ST-2757,Metro Manila,14.5901,121.0803
ST-2067,Metro Manila,14.74799,121.02802
ST-5155,,0,0
ST-5299,,0,0
ST-3390,Cebu,10.239213,123.779342
ST-2785,Lanao Del Norte,7.9458,125.1042
ST-4845,,0,0
ST-3867,Nueva Ecija,15.3229,120.9059
ST-4355,Bukidnon,8.329969,124.978928
ST-1246,Pampanga,15.0349,120.686
ST-3788,Bulacan,14.832997,120.817958
ST-4045,Surigao del Sur,8.763891604,126.2356794
ST-0039,Metro Manila,14.6575,120.98754
ST-4647,Pampanga,15.141451,120.578693
ST-2181,Negros Oriental,9.51378,123.15873
ST-3702,Metro Manila,14.57947,121.028166
ST-2168,Rizal,14.73514,121.1523
ST-2292,Metro Manila,14.4974,121.033
ST-1774,Negros Occidental,10.6611,122.947
ST-2223,Metro Manila,14.42,121.0336
ST-2645,Metro Manila,14.5509,120.99777
ST-2343,Iloilo,10.69415,122.5618
ST-2286,Negros Occidental,10.4616,122.82418
ST-4346,Davao del Sur,7.162621,125.576105
ST-1323,Cebu,10.3261,123.9331
ST-1528,Metro Manila,14.5977,120.9793
ST-2330,Cebu,11.1297,123.96172
ST-2332,Aklan,11.963,121.9238
ST-2166,Albay,13.25686,123.50103
ST-2258,Davao Del Sur,7.05684,125.57353
ST-4747,Tarlac,15.324843,120.655952
ST-2061,Misamis Oriental,8.47788,124.6481
ST-1088,Batangas,13.9588,121.1125
ST-2134,Quezon,13.9288,121.43256
ST-2068,Pampanga,14.9739,120.5291
ST-3557,Misamis Occidental,8.3381,123.8451
ST-2154,Metro Manila,14.62517,121.10215
ST-2117,Metro Manila,14.5895,121.0235
ST-2069,Bulacan,15.08143,120.93998
ST-2135,Davao Del Norte,7.4391,125.8036
ST-0786,Metro Manila,14.4475,121.0201
ST-4242,Metro Manila,14.615276,121.049532
ST-1779,Metro Manila,14.747,121.0535
ST-4004,Bulacan,14.847141,120.980062
ST-1952,Misamis Oriental,8.47994,124.64491
ST-2007,Metro Manila,14.6218,121.05202
ST-1968,Metro Manila,14.4459,121.0212
ST-3974,Batangas,14.092383,121.155932
ST-2019,Negros Oriental,9.29937,123.3039
ST-1698,Rizal,14.5494,121.1403
ST-2952,Metro Manila,14.623177,121.0132
ST-2077,Metro Manila,14.56568,120.9947
ST-1199,Metro Manila,14.61961,121.0587
ST-1851,Negros Oriental,9.3083,123.30947
ST-2803,La Union,16.3938,120.35663
ST-2034,Pampanga,15.17635,120.5873
ST-2157,Cavite,14.42075,120.92368
ST-1772,Cavite,14.3304,121.0336
ST-1999,Metro Manila,14.6766,121.03491
ST-1967,Cavite,14.43112,120.9464
ST-1931,Pampanga,14.9801,120.75342
ST-1822,Davao Del Sur,7.05523,125.54577
ST-1857,Batangas,13.9284,120.81122
ST-1884,Misamis Oriental,8.4762,124.67936
ST-1644,Cebu,9.8693,123.3966
ST-1649,Metro Manila,14.55971,121.0132
ST-0127,Laguna,14.31491,121.11229
ST-1423,Rizal,14.62572,121.1456
ST-1364,Metro Manila,14.64196,121.055
ST-1913,Davao Del Sur,7.04969,125.58612
ST-1873,Rizal,14.701,121.1252
ST-1457,Cebu,10.2708,123.5837
ST-1629,Cavite,14.3581,120.9819
ST-0184,Metro Manila,14.60512,120.98188
ST-1718,Quezon,13.9424,121.6249
ST-1369,Cebu,10.35224,123.9141
ST-1653,Cebu,10.30223,123.89815
ST-5080,,0,0
ST-1496,Quezon,13.94823,121.6143
ST-1643,Metro Manila,14.6522,120.97221
FAST-0001,Mandaluyong City,143445,
ST-1633,Metro Manila,14.553,121.06357
ST-1639,Rizal,14.5696,121.1064
ST-4382,Laguna,14.294436,121.128259
ST-1710,Laguna,14.2793,121.41353
ST-1298,Metro Manila,14.5563,121.0349
ST-1696,Metro Manila,14.5757,121.0978
ST-1828,Davao Del Sur,7.072,125.60517
ST-1414,Pangasinan,15.9008,120.58826
ST-1637,Ilocos Sur,17.8669,120.4579
ST-1443,Metro Manila,14.63898,121.03323
ST-1252,Nueva Ecija,15.5919,120.8743
ST-1558,Bataan,14.7228,120.5352
ST-5389,,0,0
ST-1687,Batangas,13.93836,121.15426
ST-0926,Cavite,14.4901,120.90298
ST-1432,Cebu,10.3744,123.98936
ST-5413,,0,0
ST-1341,Metro Manila,14.5898,121.0614
ST-1605,Pangasinan,15.9799,120.70011
ST-4432,Batangas,13.91723,121.0727
ST-4906,,0,0
ST-1518,Laguna,14.3262,121.01657
ST-5393,,0,0
ST-5133,,0,0
ST-1334,Camarines Sur,13.42111,123.4132
ST-1337,Nueva Ecija,15.51871,120.95322
ST-1301,Bataan,14.6213,120.5772
ST-1387,Cebu,10.3333,123.9071
ST-1359,Pangasinan,15.84665,120.5226
ST-1243,Metro Manila,14.4186,120.9972
ST-1231,Metro Manila,14.7566,121.0612
ST-2081,La Union,16.66987,120.33736
ST-1530,Metro Manila,14.6222,121.05319
ST-5175,Pangasinan,15.91423,120.32898
ST-1396,Negros Occidental,10.2721,122.8516
ST-3677,Isabela,17.097215,121.85455
ST-1315,Metro Manila,14.57819,121.05996
ST-1110,Metro Manila,14.63463,121.1049
ST-1071,Cebu,10.2847,123.9696
ST-1122,Metro Manila,14.41904,121.0467
ST-1258,Metro Manila,14.62061,121.0523
ST-3833,Metro Manila,14.655873,121.027421
ST-1328,Cavite,14.2866,120.71579
ST-1121,Quezon,14.1899,121.732
ST-1170,Ilocos Norte,18.05739,120.55776
ST-1229,Cavite,14.4054,120.9907
ST-1207,Pampanga,15.1322,120.59776
ST-1148,Batangas,13.78733,121.0215
ST-1217,Cebu,10.32874,123.90721
ST-1043,Metro Manila,14.56483,120.99524
ST-1162,Metro Manila,14.42624,121.01259
ST-1142,Metro Manila,14.51655,120.9963
ST-1261,Camarines Sur,13.7699,122.9772
ST-1003,Quezon,13.9527,121.34363
ST-1067,Metro Manila,14.5757,121.0593
ST-4978,,0,0
ST-4859,Bukidnon,7.99296,125.13376
ST-5319,,0,0
ST-2765,Metro Manila,14.7159,121.0611
ST-1083,Metro Manila,14.66201,121.05885
ST-0982,Zambales,14.8306,120.2808
ST-1050,Cebu,10.29783,123.901
ST-1126,Cebu,10.3124,123.9112
ST-1165,Cebu,10.29701,123.90435
ST-1031,Laguna,14.31355,121.11155
ST-1073,Cebu,10.31108,123.9492
ST-4932,,0,0
ST-1120,Batangas,13.856,120.98846
ST-4538,,0,0
ST-1089,Ilocos Norte,18.0602,120.5216
ST-0746,Benguet,16.41486,120.59671
ST-0963,Metro Manila,14.52559,121.04326
ST-0613,Bulacan,14.9519,120.8844
ST-1034,Laguna,14.2125,121.1518
ST-0873,Batangas,13.9408,121.1644
ST-0931,Cebu,10.3254,123.91975
ST-1412,Cavite,14.3365,120.8598
ST-1019,Laguna,14.25609,121.1284
ST-0987,Metro Manila,14.5914,120.9745
ST-3742,Pangasinan,16.05273,120.340813
ST-0909,Metro Manila,14.5245,121.0134
ST-1057,Pampanga,15.14089,120.58874
ST-0841,Metro Manila,14.4935,121.0429
ST-0971,Laguna,14.2338,121.3638
ST-1016,Pampanga,15.196,120.5333
ST-0834,Metro Manila,14.5181,121.0199
ST-0978,Cavite,14.32669,120.7754
ST-0773,Metro Manila,14.6008,120.9848
ST-0828,Laguna,14.1808,121.2854
ST-0829,Laguna,14.33734,121.0755
ST-0852,Cavite,14.4061,120.92534
ST-0847,Pangasinan,16.15478,119.9804
ST-0653,Cavite,14.4592,120.9407
ST-5262,,0,0
ST-0737,Tarlac,15.48396,120.59051
ST-0812,Laguna,14.2138,121.1371
ST-1986,Metro Manila,14.56904,121.0841
ST-4929,,0,0
ST-0859,Laguna,14.3514,121.0636
ST-0798,Metro Manila,14.52652,121.05621
ST-4946,,0,0
ST-0875,Bulacan,14.8671,120.8212
ST-5331,,0,0
ST-0998,Cavite,14.42354,120.9652
ST-0717,Pangasinan,15.9218,120.4134
ST-0689,Benguet,16.4113,120.5925
ST-4415,Pampanga,15.218344,120.677368
ST-4468,Bulacan,14.79322,121.0176
ST-2033,Metro Manila,14.76578,121.04503
ST-3980,Bulacan,14.900064,120.773331
ST-0539,Cavite,14.103,120.9513
ST-0889,Zambales,14.82271,120.29847
ST-0735,Metro Manila,14.56315,121.05903
ST-0694,Camarines Sur,13.55386,123.2757
ST-1509,Cebu,10.27473,123.97525
ST-0578,Metro Manila,14.717708,120.957
ST-4917,,0,0
ST-5418,,0,0
ST-3003,Capiz,11.4632,122.7712
ST-5043,,0,0
ST-0610,Zambales,14.8402,120.2877
ST-0536,Metro Manila,14.56877,120.9854
ST-0564,Metro Manila,14.59085,121.08665
ST-3870,Quezon,13.963312,121.525284
ST-0470,Bataan,14.6762,120.5312
ST-0596,Batangas,13.7824,121.0304
ST-0482,Cavite,14.4135,120.9407
ST-4410,Pampanga,15.240062,120.628118
ST-0599,Benguet,16.4132,120.594
ST-3457,Camarines Sur,13.433208,123.517628
ST-0580,Metro Manila,14.58389,121.07547
ST-5368,,0,0
ST-0423,Pangasinan,16.01123,120.35819
ST-0474,Metro Manila,14.58568,121.06133
ST-0468,Quezon,13.9413,121.6244
ST-0531,Benguet,16.4468,120.5909
ST-0450,Metro Manila,14.57404,120.99037
ST-0480,Metro Manila,14.53751,121.005
ST-0341,Metro Manila,14.4791,120.9978
ST-0487,Rizal,14.6042,121.10579
ST-0434,Metro Manila,14.5344,121.00929
ST-0330,Metro Manila,14.6355,121.03566
ST-0400,Batangas,14.13681,121.13544
ST-0447,Metro Manila,14.55953,121.0409
ST-4734,Laguna,14.179027,121.237564
ST-0438,Bataan,14.68,120.5402
ST-4851,,0,0
ST-0453,Quezon,14.0261,121.5935
ST-0448,Laguna,14.328,121.0881
ST-0220,Laguna,14.2638,121.07434
ST-0213,Metro Manila,14.5586,121.02248
ST-0358,Pampanga,15.1788,120.5872
ST-0299,Cavite,14.1956,120.8781
ST-4169,Batangas,14.01524,121.18311
ST-0396,Batangas,13.94128,121.1473
ST-1789,Metro Manila,14.5668,120.99355
ST-0150,Metro Manila,14.73162,121.0486
ST-3859,Bohol,9.561781,123.776753
ST-0138,Batangas,13.9415,121.163
ST-0294,Laguna,14.33133,121.08577
ST-0344,Cavite,14.38852,120.97744
ST-0350,Metro Manila,14.5813,121.0602
ST-0362,Metro Manila,14.6038,120.98066
ST-0234,Metro Manila,14.4997,120.9913
